"kode_kab","kode_instansi","unit_kerja"
"1601","1601088","RS IBU DAN ANAK GRAHA KURNIA"
"1601","1601089","RS IBU DAN ANAK PRIMA QONITA"
"1602","1602014","RS UMUM DAERAH KAYUAGUNG"
"1602","1602015","RS UMUM DAERAH TUGU JAYA"
"1602","1602016","RS SAFIRA PASA"
"1603","1603030","RS UMUM BUKIT ASAM MEDIKA"
"1603","1603063","RS UMUM DAERAH DR. H. M. RABAIN MUARA ENIM"
"1612","1603085","RS UMUM DAERAH TALANG UBI"
"1603","1603087","RS UMUM DAERAH SEMENDE DARAT LAUT"
"1603","1603088","RS UMUM DAERAH LUBAI ULU"
"1603","1603089","RS UMUM DAERAH GELUMBANG"
"1603","1603090","RS IBU DAN ANAK KARUNIA INDAH MEDIKA"
"1603","1603101","RS UMUM TRIJAYA MEDICAL CENTER"
"1604","1604016","RS UMUM DAERAH LAHAT"
"1604","1604020","RS TK. IV LAHAT"
"1613","1605043","RS UMUM DAERAH RUPIT KABUPATEN MUSI RAWAS UTARA"
"1605","1605044","RS UMUM DAERAH MUARA BELITI"
"1606","1606011","RS UMUM DAERAH SEKAYU"
"1606","1606022","RS UMUM DAERAH SUNGAI LILIN"
"1606","1606032","RS UMUM DAERAH BAYUNG LINCIR"
"1607","1607012","RS UMUM DAERAH BANYUASIN"
"1607","1607014","RS HERMINA OPI JAKABARING"
"1607","1607015","RS UMUM DAERAH PRATAMA MAKARTI JAYA"
"1607","1607016","RS UMUM DAERAH SUKAJADI"
"1607","1607017","RS BUNDA MEDIKA JAKABARING"
"1609","1608051","RS UMUM DAERAH MUARA DUA"
"1608","1609011","RS UMUM DAERAH MARTAPURA"
"1608","1609012","RS ISLAM AT-TAQWA GUMAWANG"
"1608","1609046","CHARITAS HOSPITAL BELITANG"
"1608","1609083","RS UMUM DAERAH OGAN KOMERING ULU TIMUR"
"1610","1610003","RS UMUM DAERAH KABUPATEN OGAN ILIR"
"1610","1610004","RS UMUM MAHYUZAHRA"
"1610","1610005","RS AR-ROYYAN"
"1611","1611002","RS PRATAMA PENDOPO"
"1611","1611042","RS UMUM DAERAH KABUPATEN EMPAT LAWANG"
"1671","1671013","RS UMUM PUSAT DR. MOHAMMAD HOESIN PALEMBANG"
"1671","1671024","RS UMUM PERTAMINA PALEMBANG"
"1671","1671035","RS UMUM DR. AK. GANI KOTA PALEMBANG"
"1671","1671046","RS UMUM PUSRI PALEMBANG"
"1671","1671050","RS UMUM CHARITAS HOSPITAL PALEMBANG"
"1671","1671061","RS JIWA ERNALDI BAHAR PROVINSI SUMATERA SELATAN"
"1607","1671072","RS UMUM PUSAT DR. RIVAI ABDULLAH"
"1671","1671083","RS ISLAM SITI KHADIJAH"
"1671","1671094","RS UMUM SRIWIJAYA"
"1671","1671243","RS UMUM BUNDA PALEMBANG"
"1671","1671254","RS IBU DAN ANAK TIARA FATRIN PALEMBANG"
"1671","1671265","RS UMUM DAERAH PALEMBANG BARI"
"1671","1671276","RS UMUM MYRIA PALEMBANG"
"1671","1671301","RS MUHAMMADIYAH PALEMBANG"
"1671","1671312","RS KHUSUS PARU PALEMBANG"
"1671","1671323","RS KHUSUS MATA MASYARAKAT PROVINSI SUMATERA SELAT"
"1671","1671324","RS IBU DAN ANAK RIKA AMELIA"
"1671","1671325","RS HERMINA PALEMBANG"
"1671","1671327","RS KARYA ASIH CHARITAS PALEMBANG"
"1671","1671328","RS KHUSUS GIGI DAN MULUT PALEMBANG PROVINSI SUMATE"
"1671","1671331","RS BHAYANGKARA M. HASAN PALEMBANG"
"1671","1671332","RS UMUM YK MADIRA PALEMBANG"
"1671","1671333","RS PELABUHAN PALEMBANG"
"1671","1671335","RS SILOAM SRIWIJAYA PALEMBANG"
"1671","1671336","RS UMUM GRAHA MANDIRI"
"1671","1671337","RS IBU DAN ANAK TRINANDA PALEMBANG"
"1671","1671339","RS IBU DAN ANAK BUNDA NONI"
"1671","1671340","RS IBU DAN ANAK AZ-ZAHRA PALEMBANG"
"1671","1671341","RS IBU DAN ANAK MARISSA PALEMBANG"
"1671","1671342","RS MUSI MEDIKA CENDIKIA"
"1671","1671343","RS UMUM AR-RASYID PALEMBANG"
"1671","1671347","RS UMUM DAERAH SITI FATIMAH PROVINSI SUMATERA SELA"
"1671","1671348","RS IBU DAN ANAK MAMA"
"1671","1671350","RS UMUM DAERAH GANDUS PALEMBANG"
"1674","1672002","RS UMUM FADHILAH KOTA PRABUMULIH"
"1674","1672015","RS UMUM DAERAH KOTA PRABUMULIH"
"1674","1672026","RS PERTAMINA KOTA PRABUMULIH"
"1674","1672074","RS AR BUNDA KOTA PRABUMULIH"
"1672","1673031","RS UMUM DAERAH BASEMAH KOTA PAGAR ALAM"
"1673","1674002","RS AR BUNDA KOTA LUBUK LINGGAU"
"1673","1674003","RS SILOAM SILAMPARI"
"1673","1674005","RS IBU DAN ANAK DWI SARI"
"1673","1674007","RS IBU DAN ANAK ANANDA LUBUK LINGGAU"
"1673","1674008","RS UMUM DAERAH PETANANG"
"1605","1674010","RS UMUM DAERAH DR. SOBIRIN KABUPATEN MUSI RAWAS"
"1673","1674032","RS UMUM DAERAH SITI AISYAH KOTA LUBUK LINGGAU"
"1701","1701014","RS UMUM DAERAH HASANUDDIN DAMRAH MANNA"
"1701","1701016","RS AS-SYIFA"
"1702","1702015","RS UMUM DAERAH CURUP"
"1702","1702034","RS PEMBANTU CURUP BENGKULU"
"1702","1702035","RS AN-NISSA"
"1703","1703016","RS UMUM DAERAH ARGA MAKMUR"
"1703","1703027","RS BERGERAK ENGGANO"
"1703","1703045","CHARITAS HOSPITAL ARGA MAKMUR"
"1703","1703046","RS UMUM DAERAH LAGITA"
"1704","1704028","RS UMUM DAERAH KAUR"
"1705","1705018","RS UMUM DAERAH TAIS KABUPATEN SELUMA"
"1706","1706019","RS UMUM DAERAH MUKOMUKO"
"1706","1706020","RS IBU DAN ANAK AL-BARRA"
"1707","1707026","RS UMUM DAERAH LEBONG"
"1708","1708010","RS UMUM DAERAH KEPAHIANG"
"1709","1709038","RS UMUM DAERAH BENGKULU TENGAH"
"1771","1771002","RS UMUM DAERAH HARAPAN DAN DOA"
"1771","1771007","RS UMUM UMMI"
"1771","1771009","RS GADING MEDIKA"
"1771","1771014","RS UMUM DAERAH DR. M. YUNUS BENGKULU"
"1771","1771025","RS JIWA SOEPRAPTO PROVINSI BENGKULU"
"1771","1771036","RS RAFFLESIA BENGKULU"
"1771","1771040","RS TK. IV BENGKULU"
"1771","1771051","RS BHAYANGKARA JITRA KOTA BENGKULU"
"1771","1771062","RS TIARA SELLA"
"1804","1801015","RS UMUM DAERAH ALIMUDDIN UMAR"
"1804","1801016","RS IBU DAN ANAK BUNDA"
"1871","1801017","RS UMUM DAERAH DR H ABDUL MOELOEK"
"1811","1801018","RS UMUM PURI HUSADATAMA"
"1806","1802016","RS PANTI SECANTI"
"1806","1802027","RS UMUM DAERAH BATIN MANGUNANG"
"1810","1802038","RS UMUM MITRA HUSADA"
"1810","1803010","RS UMUM DAERAH PRINGSEWU"
"1801","1803021","RS UMUM DAERAH DR. H. BOB BAZAR, SKM"
"1801","1803033","RS NATAR MEDIKA"
"1801","1803034","RS IBU ANAK HIDAYAH IBU"
"1801","1803035","RS UMUM DAERAH BANDAR NEGARA HUSADA"
"1801","1803036","RS AIRAN RAYA"
"1801","1803048","RS SITI KHODIJAH"
"1807","1804011","RS UMUM DAERAH SUKADANA"
"1807","1804012","RS UMUM AKA MEDIKA SRIBHAWONO"
"1807","1804013","RS IBU DAN ANAK MAWAR"
"1807","1804014","RS IBU DAN ANAK IBUNDA"
"1807","1804015","RS UMUM PERMATA HATI"
"1802","1805012","RS UMUM MITRA MULIA HUSADA"
"1802","1805023","RS UMUM YUKUM MEDICAL CENTRE"
"1802","1805024","RS UMUM ISLAM ASY-SYIFAA BANDAR JAYA"
"1802","1805034","RS UMUM DAERAH DEMANG SEPULAU RAYA"
"1802","1805045","RS UMUM HARAPAN BUNDA"
"1802","1805046","RS UMUM KARTINI"
"1802","1805047","RS IBU ANAK PURI ADHYA PARAMITA"
"1802","1805048","RS UMUM AZ - ZAHRA"
"1802","1805049","RS IBU ANAK PUTI BUNGSU"
"1803","1806013","RS UMUM DAERAH MAY JEN HM RYACUDU"
"1803","1806035","RS UMUM HANDAYANI"
"1803","1806036","RS UMUM HI. MUHAMMAD YUSUF"
"1803","1806037","RS MARIA REGINA"
"1803","1806038","RS CANDIMAS MEDICAL CENTER"
"1803","1806039","RS MEDIKA INSANI"
"1808","1807014","RS UMUM DAERAH ZAINAL ABIDIN PAGAR ALAM"
"1808","1807016","RS UMUM HAJI KAMINO"
"1808","1807017","RS UMUM BUNDA"
"1805","1808015","RS UMUM DAERAH MENGGALA TULANG BAWANG"
"1805","1808016","RS UMUM MUTIARA BUNDA"
"1805","1808017","RS UMUM PENAWAR MEDIKA"
"1805","1808018","RS GRIYA MEDIKA DOMPET DHUAFA"
"1809","1809002","RS UMUM DAERAH PESAWARAN"
"1809","1809003","RS UMUM GLADISH MEDICAL CENTER"
"1810","1810003","RS UMUM SURYA ASIH"
"1810","1810004","RS IBU DAN ANAK MUTIARA HATI"
"1810","1810005","RS IBU DAN ANAK HARAPAN BUNDA"
"1810","1810007","RS KHUSUS BEDAH KURNIA MEDICAL CENTER"
"1810","1810018S","RS DARURAT COVID KABUPATEN PRINGSEWU"
"1811","1811002","RS UMUM DAERAH RAGAB BEGAWE CARAM"
"1812","1812002","RS UMUM ASY-SYIFA MEDIKA"
"1812","1812003","RS UMUM DAERAH TULANG BAWANG BARAT"
"1813","1813001","RS UMUM DAERAH KH. MUHAMMAD THOHIR KRUI"
"1810","1871002","RS UMUM WISMA RINI PRINGSEWU"
"1872","1871020","RS UMUM  MARDI WALUYO"
"1871","1871026","RS TK. IV 02.07.04"
"1871","1871048","RS UMUM DAERAH DR. A. DADI TJOKRODIPO"
"1871","1871176","RS JIWA BANDAR LAMPUNG"
"1871","1871180","RS UMUM IMANUEL WAY HALIM"
"1871","1871223","RS KHUSUS MATA PERMANA SARI"
"1871","1871234","RS UMUM BUMI WARAS"
"1871","1871282","RS UMUM ADVENT BANDAR LAMPUNG"
"1871","1871405","RS UMUM URIP SUMOHARJO"
"1871","1871416","RS UMUM GRAHA HUSADA"
"1871","1871427","RS UMUM PERTAMINA-BINTANG AMIN LAMPUNG"
"1871","1871438","RS BHAYANGKARA POLDA LAMPUNG"
"1871","1871439","RS IBU DAN ANAK RESTU BUNDA"
"1871","1871440","RS IBU DAN ANAK MUTIARA PUTRI"
"1871","1871442","RS IBU DAN ANAK PURI BETIK HATI"
"1871","1871443","RS IBU DAN ANAK SANTA ANNA"
"1871","1871446","RS IBU DAN ANAK BUNDA ASY SYIFA"
"1871","1871447","RS IBU DAN ANAK BELLEZA KEDATON BANDAR LAMPUNG"
"1871","1871448","RS MATA LAMPUNG EYE CENTER (LEC)"
"1871","1871449","RS HERMINA LAMPUNG"
"1871","1871450","RS BUDI MEDIKA"
"1872","1872016","RS UMUM DAERAH AHMAD YANI METRO"
"1872","1872031","RS UMUM ISLAM METRO"
"1872","1872042","RS UMUM MUHAMMADIYAH METRO"
"1872","1872053","RS IBU DAN ANAK ANUGERAH MEDICAL CENTER METRO"
"1872","1872064","RS UMUM PERMATA HATI METRO"
"1872","1872065","RS IBU DAN ANAK ASIH KOTA METRO"
"1872","1872066","RS AZIZAH"
"1872","1872067","RS UMUM DAERAH SUMBERSARI BANTUL"
"1901","1901016","RS UMUM DAERAH DEPATI BAHRIN"
"1901","1901020","RS  JIWA SUNGAI LIAT"
"1901","1901031","RS UMUM MEDIKA STANNIA"
"1901","1901043","RS UMUM DAERAH DR. (HC) IR. SOEKARNO"
"1901","1901044","RS UMUM DAERAH DR. EKO MAULANA ALI"
"1901","1901046","RS UMUM DAERAH SJAFRIE RACHMAN PUDING BESAR"
"1902","1902010","RS UMUM DAERAH DR. H. MARSIDI JUDONO"
"1902","1902011","RS UMUM ALMAH"
"1902","1902012","RS UTAMA"
"1901","1902042","RS UMUM ARSANI"
"1902","1902053S","RS DARURAT COVID-19 HENDRY WINARTO"
"1905","1903002","RS UMUM BAKTI TIMAH MUNTOK"
"1905","1903005","RS GUNUNG MANIK"
"1905","1903013","RS UMUM DAERAH SEJIRAN SETASON"
"1904","1904013","RS UMUM DAERAH KAB.BANGKA TENGAH"
"1904","1904014","RS SILOAM BANGKA"
"1904","1904015","RS PRATAMA BANGKA TENGAH"
"1904","1904016","RS BHAYANGKARA POLDA KEP. BANGKA BELITUNG"
"1903","1905024","RS UMUM DAERAH KAB. BANGKA SELATAN"
"1903","1905026","RS UMUM DAERAH KRIOPANTING PAYUNG"
"1906","1906014","RS UMUM DAERAH  KAB.BELITUNG TIMUR"
"1971","1971002","RS PRIMAYA BHAKTI WARA"
"1971","1971003","RS IBU DAN ANAK MUHAYA"
"1971","1971004","RS KALBU INTAN MEDIKA"
"1971","1971005","RS IBU DAN ANAK DZAKIRAH"
"1971","1971006","RS IBU DAN ANAK RONA"
"1971","1971021","RS UMUM DAERAH DEPATI HAMZAH"
"1971","1971043","RS BAKTI TIMAH PANGKALPINANG"
"2102","2001013","RS UMUM DAERAH MUHAMMAD SANI KABUPATEN KARIMUN"
"2102","2001045","RS UMUM BHAKTI TIMAH"
"2101","2002002","RS UMUM DAERAH  KABUPATEN BINTAN"
"2101","2002010","RS JIWA DAN KETERGANTUNGAN OBAT ENGKU HAJI DAUD"
"2103","2003011","RS UMUM DAERAH NATUNA"
"2103","2003056","RSAU DR. YUNIATI WISMA KARYANI"
"2105","2003125","RS UMUM DAERAH PALMATAK"
"2104","2004012","RS UMUM DAERAH DABO KABUPATEN LINGGA"
"2104","2004136","RS UMUM DAERAH ENCIK MARIYAM"
"2105","2005002","RS UMUM DAERAH BERGERAK JEMAJA"
"2171","2071012","RS UMUM BUDI KEMULIAAN BATAM"
"2171","2071015","RS UMUM SANTA ELISABETH BATAM"
"2171","2071023","RS UMUM HARAPAN BUNDA BATAM"
"2171","2071034","RS BADAN PENGUSAHAAN BATAM"
"2171","2071037","RS UMUM CHARIS MEDIKA"
"2171","2071048","RS IBU DAN ANAK MUTIARA AINI"
"2171","2071050","RS UMUM GRAHA HERMINE"
"2171","2071053","RS UMUM SANTA ELISABETH BATAM KOTA"
"2171","2071054","RS IBU DAN  ANAK GRIYA MEDIKA BATAM"
"2171","2071056","RS UMUM CAMATHA SAHIDYA"
"2171","2071057","RS IBU DAN ANAK FRISDHY ANGEL"
"2171","2071059","RS UMUM SOEDARSONO DARMOSOEWITO"
"2171","2071103","RS UMUM AWAL BROS BATAM"
"2171","2071114","RS UMUM DAERAH EMBUNG FATIMAH KOTA BATAM"
"2172","2072002","RS UMUM DAERAH RAJA AHMAD TABIB"
"2172","2072012","RS UMUM DAERAH KOTA TANJUNG PINANG"
"2172","2072023","RS UMUM AL DR MIDIYATO S"
"2102","2101003","RS UMUM DAERAH TANJUNG BATU KUNDUR"
"2105","2105005","RS UMUM DAERAH TAREMPA"
"2171","2171061","RS BHAYANGKARA BATAM POLDA KEPRI"
"2171","2171062","RS KELUARGA HUSADA BATAM"
"2171","2171063","RS IBU DAN ANAK KASIH SAYANG IBU"
"2171","2171064","RS SANTA ELISABETH SEI LEKOP"
"2171","2171065","RS HJ. BUNDA HALIMAH"
"2171","2171066S","RS KHUSUS INFEKSI COVID-19 PULAU GALANG"
"2171","2171077","RS JASMINE"
"3101","3101002","RS UMUM DAERAH KEPULAUAN SERIBU"
"3174","3171012","RSUP FATMAWATI"
"3174","3171023","RS UMUM PUSAT PERTAMINA"
"3174","3171034","RS UMUM AL CILANDAK"
"3174","3171045","RS UMUM JAKARTA"
"3174","3171056","RS KHUSUS KANKER MRCCC SILOAM SEMANGGI"
"3174","3171060","RS JIWA DHARMAWANGSA"
"3174","3171072","RS UMUM DR. SUYOTO PUSREHAB KEMHAN"
"3174","3171083","RS IBU DAN ANAK AVISENA"
"3174","3171216","RS KHUSUS IBU DAN ANAK PANTI NUGRAHA"
"3174","3171286","RS IBU DAN ANAK BUDHI JAYA"
"3174","3171413","RS IBU DAN ANAK ASIH"
"3175","3171435","RS KETERGANTUNGAN OBAT"
"3174","3171450","RS UMUM SETIA MITRA"
"3174","3171461","RS UMUM TEBET"
"3174","3171504","RS UMUM PONDOK INDAH"
"3174","3171511","RS UMUM SILOAM ASRI"
"3174","3171515","RS UMUM MMC"
"3174","3171552","RS KHUSUS BEDAH THT YAYASAN YURINO"
"3174","3171574","RS UMUM PRIKASIH"
"3174","3171621","RS UMUM GANDARIA"
"3174","3171632","RS UMUM AGUNG"
"3174","3171643","RS UMUM SIAGA RAYA"
"3174","3171665","RS UMUM MEDISTRA"
"3174","3171680","RS UMUM TRIA DIPA"
"3174","3171691","RS GIGI DAN MULUT UNIV. PROF. MOESTOPO"
"3174","3171702","RS UMUM ZAHIRAH"
"3174","3171713","RS UMUM KARTINI"
"3174","3171724","RS IBU DAN ANAK BRAWIJAYA WOMEN AND CHILDREN HOSPI"
"3174","3171735","RS UMUM JAKARTA MEDICAL CENTER (JMC)"
"3174","3171746","RS UMUM AULIA"
"3174","3171757","RS IBU DAN ANAK BRAWIJAYA DURENTIGA"
"3171","3171768","RS UMUM MURNI TEGUH SUDIRMAN JAKARTA"
"3174","3171781","RS MUHAMMADIYAH TAMAN PURING"
"3174","3171782","RS UMUM ANDHIKA"
"3174","3171783","RS IBU DAN ANAK KEMANG MEDICAL CARE"
"3174","3171784","RS UMUM YADIKA"
"3174","3171785","RS UMUM BHAYANGKARA LEMDIKLAT POLRI"
"3174","3171786","RS UMUM MAYAPADA"
"3174","3171789","RS UMUM SILOAM TB SIMATUPANG"
"3174","3171790","RS UMUM DAERAH TEBET"
"3174","3171791","RS UMUM DAERAH PESANGGRAHAN"
"3174","3171792","RS UMUM DAERAH JAGAKARSA"
"3174","3171793","RS UMUM DAERAH MAMPANG PRAPATAN"
"3174","3171795","RS UMUM DAERAH PASAR MINGGU"
"3174","3171796","RS UMUM PETUKANGAN"
"3174","3171798","RS UMUM ALI SIBROH MALISI"
"3174","3171800","RS UMUM DAERAH JATI PADANG"
"3174","3171801","RS UMUM DAERAH KEBAYORAN BARU"
"3174","3171802","RS KHUSUS BEDAH HALIMUN"
"3174","3171803","RS UMUM DAERAH KEBAYORAN LAMA"
"3174","3171804","RS KHUSUS MATA NUSANTARA"
"3174","3171805","RS UMUM SILOAM MAMPANG"
"3174","3171806","MAYAPADA HOSPITAL KUNINGAN"
"3174","3171807","RS BRAWIJAYA SAHARJO"
"3175","3172013","RSUP PERSAHABATAN"
"3175","3172024","RS UMUM DAERAH BUDHI ASIH"
"3175","3172035","RS UMUM PENGAYOM CIPINANG"
"3175","3172050","RS PUSDIKKES"
"3175","3172061","RS PUSAT AU DR. ESNAWAN ANTARIKSA"
"3175","3172072","RS UMUM BHAYANGKARA TK. I R.SAID SUKANTO"
"3175","3172083","RS TK. IV CIJANTUNG"
"3175","3172094","RS UKI"
"3175","3172126","RS UMUM DAERAH PASAR REBO"
"3175","3172137","RS IBU DAN ANAK SAYYIDAH"
"3175","3172206","RS UMUM PREMIER JATINEGARA"
"3175","3172243","RS UMUM HERMINA JATINEGARA"
"3175","3172301","RS KHUSUS BEDAH RAWAMANGUN"
"3175","3172495","RS EMC PULOMAS"
"3175","3172505","RS ISLAM JAKARTA PONDOK KOPI"
"3175","3172516","RS UMUM KARTIKA PULO MAS"
"3175","3172520","RS UMUM HARUM"
"3175","3172531","RS UMUM HARAPAN JAYAKARTA"
"3175","3172553","RS UMUM HARAPAN BUNDA"
"3175","3172590","RS UMUM YADIKA"
"3175","3172702","RS UMUM DHARMA NUGRAHA"
"3175","3172713","RS UMUM MEDIROS"
"3175","3172724","RS UMUM HAJI JAKARTA"
"3175","3172735","RS JIWA ISLAM KLENDER"
"3175","3172746","RS JIWA DUREN SAWIT"
"3175","3172748","RS IBU DAN ANAK BUNDA ALIYAH"
"3175","3172749","RSK PUSAT OTAK NASIONAL"
"3175","3172750","RS IBU DAN ANAK RESTI MULYA"
"3175","3172751","RS GIGI DAN MULUT ANGKATAN UDARA"
"3175","3172752","RS JANTUNG BINA WALUYA"
"3175","3172753","RS UMUM ANTAM MEDIKA"
"3175","3172755","RS JANTUNG JAKARTA"
"3175","3172756","RS IBU DAN ANAK SAMMARIE BASRA"
"3175","3172757","RS UMUM ADHYAKSA"
"3175","3172758","RS KHUSUS BEDAH COLUMBIA ASIA PULOMAS"
"3175","3172759","RS UMUM RESTU KASIH"
"3175","3172761","RS UMUM DAERAH KRAMAT JATI"
"3175","3172762","RS UMUM DAERAH CIRACAS"
"3175","3172765","RS UMUM AL-FAUZAN"
"3175","3172766","RS UMUM OLAHRAGA NASIONAL"
"3175","3172769","RS UMUM  DR. EUIS"
"3175","3172770","RS IBU DAN ANAK ALVERNIA AGUSTA"
"3175","3172771","RS UMUM DAERAH CIPAYUNG"
"3175","3172772","RS IBU DAN ANAK ASTA NUGRAHA"
"3175","3172900S","RSDC WISMA HAJI A (RS KANKER DHARMAIS)"
"3175","3172901S","RSDC WISMA HAJI B (RSJP HARAPAN KITA)"
"3175","3172902S","RSDC WISMA HAJI C (RS PUSAT OTAK NASIONAL)"
"3175","3172903S","RSDC WISMA HAJI D (RS JIWA DR. H. MARZOEKI MAHDI)"
"3171","3173014","RSUPN DR. CIPTO MANGUNKUSUMO"
"3171","3173025","RS UMUM PAD GATOT SOEBROTO"
"3171","3173036","RS UMUM AL DR MINTOHARJO"
"3171","3173040","RS UMUM HUSADA"
"3171","3173051","RS UMUM SINT CAROLUS"
"3171","3173062","RS PRIMAYA PGI CIKINI"
"3171","3173073","RS UMUM ISLAM JAKARTA CEMPAKA PUTIH"
"3175","3173084","RS TK. II M. RIDWAN MEURAKSA"
"3171","3173105","RS UMUM BUDI KEMULIAAN"
"3171","3173116","RS UMUM YPK MANDIRI"
"3171","3173120","RS KHUSUS IBU ANAK BUNDA JAKARTA"
"3171","3173441","RS UMUM PRIMAYA EVASARI HOSPITAL"
"3171","3173474","RS UMUM PERTAMINA JAYA"
"3171","3173506","RS UMUM DR. ABDUL RADJAK"
"3171","3173521","RS UMUM DAERAH TARAKAN"
"3171","3173532","RS KHUSUS THT BEDAH KL PROKLAMASI"
"3171","3173543","RS UMUM ABDI WALUYO"
"3171","3173580","RS UMUM KRAMAT 128"
"3171","3173612","RS KHUSUS THT PROF NIZAR"
"3171","3173623","RS KHUSUS MATA JAKARTA EYE CENTER"
"3171","3173634","RS KHUSUS BEDAH BINA ESTETIKA"
"3171","3173645","RS UMUM MENTENG MITRA AFIA"
"3171","3173656","RS UMUM MITRA KEMAYORAN"
"3171","3173671","RS GIGI DAN MULUT FKG UNIV. INDONESIA"
"3171","3173695","RS IBU DAN ANAK TAMBAK"
"3171","3173696","RS UMUM BUNDA JAKARTA"
"3171","3173697","RS KHUSUS GIGI DAN MULUT LADOKGI TNI AL R.E. MARTA"
"3171","3173698","RS UMUM DAERAH SAWAH BESAR"
"3171","3173699","RS UMUM DAERAH KEMAYORAN"
"3171","3173700","RS UMUM DAERAH CEMPAKA PUTIH"
"3171","3173701","RS UMUM DAERAH JOHAR BARU"
"3171","3173704","RS KHUSUS BEDAH SALEMBA SATU"
"3171","3173705","RS UMUM DAERAH TANAH ABANG"
"3171","3173706","RS UMUM HERMINA KEMAYORAN"
"3171","3173707","RS GIGI DAN MULUT YARSI"
"3171","3173712","RS UMUM YARSI"
"3171","3173723","RS SILOAM AGORA"
"3173","3174015","RS UMUM SUMBER WARAS"
"3173","3174026","RS UMUM PELNI PETAMBURAN"
"3173","3174030","RS UMUM BHAKTI MULIA"
"3173","3174041","RS JIWA DR. SOEHARTO HEERJAN"
"3173","3174052","RS UMUM GRHA KEDOYA"
"3173","3174063","RS KANKER DHARMAIS"
"3173","3174074","RS UMUM DAERAH CENGKARENG"
"3173","3174260","RS ANAK DAN BUNDA HARAPAN KITA"
"3173","3174282","RS JANTUNG DAN PEMBULUH DARAH HARAPAN KITA"
"3173","3174351","RS UMUM SILOAM HOSPITALS KEBON JERUK"
"3173","3174416","RS UMUM PATRIA IKKT"
"3173","3174420","RS UMUM MEDIKA PERMATA HIJAU"
"3173","3174431","RS UMUM HERMINA DAAN MOGOT"
"3173","3174453","RS UMUM CINTA KASIH TZU CHI"
"3173","3174486","RS UMUM  ROYAL TARUMA"
"3173","3174497","RS UMUM BINA SEHAT MANDIRI"
"3173","3174508","RS UMUM PURI INDAH"
"3172","3174509","RS IBU DAN ANAK ST. YUSUF"
"3173","3174510","RS UMUM ANGGREK MAS"
"3173","3174515","RS KHUSUS MATA JAKARTA EYE CENTER KEDOYA"
"3173","3174516","RS IBU DAN ANAK IBNU SINA"
"3173","3174517","RS UMUM DAERAH  KEMBANGAN"
"3173","3174518","RS UMUM DAERAH KALIDERES"
"3173","3174519","RS UMUM MITRA KELUARGA KALIDERES"
"3173","3174522","RS UMUM CIPUTRA HOSPITAL CITRAGARDEN CITY"
"3175","3174523","RS UMUM DAERAH MATRAMAN"
"3173","3174525","RS UMUM DAERAH TAMAN SARI"
"3173","3174527","RS GIGI DAN MULUT FKG UNIVERSITAS TRISAKTI"
"3173","3174529","RS UMUM CENDANA"
"3173","3174530","RS KHUSUS IBU DAN ANAK ARIES"
"3173","3174531","RS UKRIDA"
"3172","3175016","RS UMUM DAERAH KOJA"
"3172","3175031","RS UMUM AKADEMIK ATMA JAYA"
"3172","3175042","RS UMUM  PELABUHAN TANJUNG PRIOK"
"3172","3175064","RS PENYAKIT INFEKSI PROF. DR. SULIANTI SAROSO"
"3172","3175075","RS UMUM MULYASARI"
"3172","3175181","RS UMUM SUKMUL"
"3172","3175304","RS UMUM HERMINA PODOMORO"
"3172","3175315","RS UMUM  SATYA NEGARA"
"3172","3175326","RS UMUM ISLAM JAKARTA UTARA"
"3172","3175330","RS UMUM ROYAL PROGRESS"
"3172","3175341","RS UMUM PLUIT"
"3172","3175352","RS UMUM PANTAI INDAH KAPUK"
"3172","3175363","RS IBU DAN ANAK FAMILY"
"3172","3175374","RS UMUM PURI MEDIKA"
"3172","3175385","RS UMUM MITRA KELUARGA KELAPA GADING"
"3172","3175396","RS UMUM PORT MEDICAL CENTER"
"3172","3175407","RS UMUM GADING PLUIT"
"3172","3175408","RS UMUM FIRDAUS"
"3172","3175409","RS IBU DAN ANAK GRAND FAMILY"
"3172","3175410","RS UMUM PEKERJA"
"3172","3175411","RS UMUM DUTA INDAH"
"3172","3175412","RS UMUM DAERAH TUGU KOJA"
"3172","3175413","RS UMUM DAERAH  PADEMANGAN"
"3172","3175414","RS UMUM DAERAH CILINCING"
"3172","3175416","RS UMUM DAERAH  TANJUNG PRIOK"
"3172","3175417","RS MATA PRIMASANA"
"3172","3175418","RS UMUM TZU CHI HOSPITAL"
"3276","3201013","RS UMUM HARAPAN DEPOK"
"3201","3201024","RS PARU DR. M. GOENAWAN PARTOWIDIGDO"
"3276","3201035","RS UMUM BHAKTI YUDHA"
"3201","3201046","RS UMUM DAERAH CIBINONG"
"3201","3201050","RS UMUM DAERAH CIAWI"
"3276","3201061","RS UMUM TUGU IBU"
"3276","3201072","RS UMUM PURI CINERE"
"3201","3201083","RS UMUM DAERAH LEUWILIANG"
"3201","3201094","RS UMUM ANNISA"
"3201","3201115","RS UMUM BINA HUSADA"
"3276","3201126","RS UMUM HERMINA DEPOK"
"3201","3201130","RS IBU DAN ANAK CITRA INSANI"
"3276","3201141","RS IBU DAN ANAK TUMBUH KEMBANG"
"3201","3201150","RS UMUM FAMILY MEDICAL CENTER"
"3201","3201152","RS UMUM MARY CILEUNGSI HIJAU"
"3276","3201185","RS UMUM MEILIA"
"3276","3201196","RS UMUM BUNDA MARGONDA"
