"kode_kab","kode_instansi","unit_kerja"
"1803","1012201","PUSKESMAS SUBIK"
"1803","1012202","PUSKESMAS ABUNG KUNANG"
"1803","1012203","PUSKESMAS PEKURUN"
"1803","1012204","PUSKESMAS KOTA BUMI I"
"1803","1012205","PUSKESMAS KOTA BUMI UDIK"
"1803","1012206","PUSKESMAS MADUKORO"
"1803","1012207","PUSKESMAS KOTA BUMI II"
"1803","1012208","PUSKESMAS WONOGIRI"
"1803","1012209","PUSKESMAS KALIBALANGAN"
"1803","1012210","PUSKESMAS KEMALO ABUNG"
"1803","1012211","PUSKESMAS SEMULI RAYA"
"1803","1012212","PUSKESMAS BLAMBANGAN"
"1803","1012213","PUSKESMAS BUMI AGUNG"
"1803","1012214","PUSKESMAS TATA KARYA"
"1803","1012215","PUSKESMAS KETAPANG"
"1803","1012216","PUSKESMAS KARANG SARI"
"1803","1012217","PUSKESMAS TULANG BAWANG BARU"
"1803","1012218","PUSKESMAS MULYO REJO"
"1803","1012219","PUSKESMAS KUBU HITU"
"1803","1012220","PUSKESMAS CEMPAKA"
"1803","1012221","PUSKESMAS NEGARA RATU"
"1803","1012222","PUSKESMAS GEDUNG NEGARA"
"1803","1012223","PUSKESMAS BATU NANGKOP"
"1808","1012224","PUSKESMAS BANJIT"
"1808","1012225","PUSKESMAS BARADATU"
"1808","1012226","PUSKESMAS GUNUNG LABUHAN"
"1808","1012227","PUSKESMAS KASUI"
"1808","1012228","PUSKESMAS REBANG TANGKAS"
"1808","1012229","PUSKESMAS BLAMBANGAN UMPU"
"1808","1012230","PUSKESMAS NEGERI BARU"
"1808","1012231","PUSKESMAS BUMI BARU"
"1808","1012232","PUSKESMAS WAY TUBA"
"1808","1012233","PUSKESMAS NEGERI AGUNG"
"1808","1012234","PUSKESMAS MESIR ILIR"
"1808","1012235","PUSKESMAS SUKABUMI"
"1808","1012236","PUSKESMAS PISANG BARU"
"1808","1012237","PUSKESMAS BUMI AGUNG RUNYAI"
"1808","1012238","PUSKESMAS SERUPA INDAH"
"1808","1012239","PUSKESMAS PAKUAN RATU"
"1808","1012240","PUSKESMAS PURWO AGUNG"
"1808","1012241","PUSKESMAS GISTING JAYA"
"1808","1012242","PUSKESMAS NEGERI BESAR"
"1805","1012243","PUSKESMAS TULANG BAWANG I"
"1805","1012244","PUSKESMAS PENAWAR JAYA"
"1805","1012245","PUSKESMAS BANJAR BARU"
"1805","1012246","PUSKESMAS GEDUNG AJI"
"1805","1012247","PUSKESMAS GEDUNG REJO SAKTI"
"1805","1012248","PUSKESMAS PADUAN RAJAWALI"
"1805","1012249","PUSKESMAS TIUH TOHO"
"1805","1012250","PUSKESMAS MENGGALA"
"1805","1012251","PUSKESMAS SIDOHARJO"
"1805","1012252","PUSKESMAS GEDUNG KARYA JITU"
"1805","1012253","PUSKESMAS RAWA JITU"
"1805","1012254","PUSKESMAS GEDUNG MENENG"
"1805","1012255","PUSKESMAS RAWAJITU TIMUR"
"1805","1012256","PUSKESMAS RAWA PITU"
"1805","1012257","PUSKESMAS MAKARTITAMA"
"1805","1012258","PUSKESMAS PASIRAN JAYA"
"1805","1012259","PUSKESMAS WAY DENTE"
"1805","1012260","PUSKESMAS LEBUH DALEM"
"1809","1012261","PUSKESMAS PEDADA"
"1809","1012262","PUSKESMAS PADANG CERMIN"
"1809","1012263","PUSKESMAS BUNUT"
"1809","1012264","PUSKESMAS HANURA"
"1809","1012265","PUSKESMAS KEDONDONG"
"1809","1012266","PUSKESMAS KOTA DALAM"
"1809","1012267","PUSKESMAS GEDONG TATAAN"
"1809","1012268","PUSKESMAS BERNUNG"
"1809","1012269","PUSKESMAS KALIREJO"
"1809","1012270","PUSKESMAS ROWOREJO"
"1809","1012271","PUSKESMAS TEGINENENG"
"1809","1012272","PUSKESMAS TRIMULYO"
"1810","1012273","PUSKESMAS PARDASUKA"
"1810","1012274","PUSKESMAS AMBARAWA"
"1810","1012275","PUSKESMAS FAJAR MULYA"
"1810","1012276","PUSKESMAS PAGELARAN"
"1810","1012277","PUSKESMAS BUMI RATU"
"1810","1012278","PUSKESMAS PRINGSEWU"
"1810","1012279","PUSKESMAS GADING REJO"
"1810","1012280","PUSKESMAS WATES"
"1810","1012281","PUSKESMAS SUKOHARJO"
"1810","1012282","PUSKESMAS BANYUMAS"
"1810","1012283","PUSKESMAS ADILUWIH"
"1811","1012284","PUSKESMAS BUKOPOSO"
"1811","1012285","PUSKESMAS HADIMULYO"
"1811","1012286","PUSKESMAS WIRA BANGUN"
"1811","1012287","PUSKESMAS ADI LUHUR"
"1811","1012288","PUSKESMAS BRABASAN"
"1811","1012289","PUSKESMAS TRI KARYA MULYA"
"1811","1012290","PUSKESMAS WIRA LAGA"
"1811","1012291","PUSKESMAS SIDOMULYO"
"1811","1012292","PUSKESMAS TANJUNG MAS MAKMUR"
"1811","1012293","PUSKESMAS MARGOJADI"
"1811","1012294","PUSKESMAS PANGGUNG JAYA"
"1811","1012295","PUSKESMAS SUNGAI SIDANG"
"1812","1012296","PUSKESMAS KARTA RAHARJA"
"1812","1012297","PUSKESMAS DAYA MURNI"
"1812","1012298","PUSKESMAS PANARAGAN JAYA"
"1812","1012299","PUSKESMAS MULYO ASRI"
"1812","1012300","PUSKESMAS CANDRA MUKTI"
"1812","1012301","PUSKESMAS PAGAR DEWA"
"1812","1012302","PUSKESMAS KIBANG BUDI JAYA"
"1812","1012303","PUSKESMAS TOTO MULYO"
"1812","1012304","PUSKESMAS SUKAJAYA"
"1812","1012305","PUSKESMAS MERCU BUANA"
"1813","1012306","PUSKESMAS LEMONG"
"1813","1012307","PUSKESMAS PUGUNG TAMPAK"
"1813","1012308","PUSKESMAS KARYA PENGGAWA"
"1813","1012309","PUSKESMAS KRUI"
"1813","1012310","PUSKESMAS PULAU PISANG"
"1813","1012311","PUSKESMAS BIHA"
"1813","1012312","PUSKESMAS NGAMBUR"
"1813","1012313","PUSKESMAS BENGKUNAT"
"1813","1012314","PUSKESMAS BENGKUNAT BELIMBING"
"1871","1012315","PUSKESMAS BAKUNG"
"1871","1012316","PUSKESMAS KOTA KARANG"
"1871","1012317","PUSKESMAS SUKAMAJU"
"1871","1012318","PUSKESMAS PASAR AMBON"
"1871","1012319","PUSKESMAS SUKARAJA"
"1871","1012320","PUSKESMAS PANJANG"
"1871","1012321","PUSKESMAS KAMPUNG SAWAH"
"1871","1012322","PUSKESMAS SATELIT"
"1871","1012323","PUSKESMAS KUPANG KOTA"
"1871","1012324","PUSKESMAS SUMUR BATU"
"1871","1012325","PUSKESMAS SIMPUR"
"1871","1012326","PUSKESMAS PALAPA"
"1871","1012327","PUSKESMAS KEBON JAHE"
"1871","1012328","PUSKESMAS GEDONG AIR"
"1871","1012329","PUSKESMAS SUSUNAN BARU"
"1871","1012330","PUSKESMAS KEMILING"
"1871","1012331","PUSKESMAS PINANG JAYA"
"1871","1012332","PUSKESMAS BERINGIN RAYA"
"1871","1012333","PUSKESMAS SEGALA MIDER"
"1871","1012334","PUSKESMAS KEDATON"
"1871","1012335","PUSKESMAS RAJABASA INDAH"
"1871","1012336","PUSKESMAS WAY KANDIS"
"1871","1012337","PUSKESMAS LABUHAN RATU"
"1871","1012338","PUSKESMAS PERMATA SUKARAME"
"1871","1012339","PUSKESMAS SUKARAME"
"1871","1012340","PUSKESMAS KORPRI"
"1871","1012341","PUSKESMAS SUKABUMI"
"1871","1012342","PUSKESMAS CAMPANG RAYA"
"1871","1012343","PUSKESMAS WAY LAGA"
"1871","1012344","PUSKESMAS WAY HALIM"
"1872","1012346","PUSKESMAS GANJAR AGUNG"
"1872","1012347","PUSKESMAS MULYOJATI"
"1872","1012348","PUSKESMAS IRING MULYO"
"1872","1012349","PUSKESMAS YOSODADI"
"1872","1012350","PUSKESMAS TEJO AGUNG"
"1872","1012351","PUSKESMAS YOSOMULYO"
"1872","1012352","PUSKESMAS METRO"
"1872","1012353","PUSKESMAS BANJAR SARI"
"1872","1012354","PUSKESMAS PURWO SARI"
"1872","1012355","PUSKESMAS KARANG REJO"
"1901","1012356","PUSKESMAS PETALING"
"1901","1012357","PUSKESMAS PENAGAN"
"1901","1012358","PUSKESMAS BATURUSA"
"1901","1012359","PUSKESMAS PUDING BESAR"
"1901","1012360","PUSKESMAS SUNGAILIAT"
"1901","1012361","PUSKESMAS KENANGA"
"1901","1012362","PUSKESMAS SINAR BARU"
"1901","1012363","PUSKESMAS PEMALI"
"1901","1012364","PUSKESMAS BAKAM"
"1901","1012365","PUSKESMAS BELINYU"
"1901","1012366","PUSKESMAS GUNUNG MUDA"
"1901","1012367","PUSKESMAS RIAU SILIP"
"1902","1012368","PUSKESMAS MEMBALONG"
"1902","1012369","PUSKESMAS SIMPANG RUSA"
"1902","1012370","PUSKESMAS TANJUNG PANDAN"
"1902","1012371","PUSKESMAS AIR SAGA"
"1902","1012372","PUSKESMAS PERAWAS"
"1902","1012373","PUSKESMAS BADAU"
"1902","1012374","PUSKESMAS SIJUK"
"1902","1012375","PUSKESMAS TANJUNG BINGA"
"1902","1012376","PUSKESMAS SELAT NASIK"
"1903","1012377","PUSKESMAS KELAPA"
"1903","1012378","PUSKESMAS TEMPILANG"
"1903","1012379","PUSKESMAS MUNTOK"
"1903","1012380","PUSKESMAS SIMPANG TERITIP"
"1903","1012381","PUSKESMAS KUNDI"
"1903","1012382","PUSKESMAS JEBUS"
"1903","1012383","PUSKESMAS PUPUT"
"1903","1012384","PUSKESMAS SEKAR BIRU"
"1904","1012385","PUSKESMAS KOBA"
"1904","1012386","PUSKESMAS LUBUK BESAR"
"1904","1012387","PUSKESMAS PANGKALANBARU"
"1904","1012388","PUSKESMAS BENTENG"
"1904","1012389","PUSKESMAS NAMANG"
"1904","1012390","PUSKESMAS SUNGAISELAN"
"1904","1012391","PUSKESMAS LAMPUR"
"1904","1012392","PUSKESMAS SIMPANGKATIS"
"1905","1012393","PUSKESMAS PAYUNG"
"1905","1012394","PUSKESMAS BATU BETUMPANG"
"1905","1012395","PUSKESMAS SIMPANG RIMBA"
"1905","1012396","PUSKESMAS TOBOALI"
"1905","1012397","PUSKESMAS RIAS"
"1905","1012398","PUSKESMAS TIRAM"
"1905","1012399","PUSKESMAS AIR GEGAS"
"1905","1012400","PUSKESMAS TANJUNG LABU"
"1905","1012401","PUSKESMAS PONGOK"
"1906","1012402","PUSKESMAS DENDANG"
"1906","1012403","PUSKESMAS SIMPANG PESAK"
"1906","1012404","PUSKESMAS GANTUNG"
"1906","1012405","PUSKESMAS RENGGIANG"
"1906","1012406","PUSKESMAS MANGGAR"
"1906","1012407","PUSKESMAS MENGKUBANG"
"1906","1012408","PUSKESMAS KELAPA KAMPIT"
"1971","1012409","PUSKESMAS MELINTANG"
"1971","1012410","PUSKESMAS AIR ITAM"
"1971","1012411","PUSKESMAS PASIR PUTIH"
"1971","1012412","PUSKESMAS GIRIMAYA"
"1971","1012413","PUSKESMAS PANGKAL BALAM"
"1971","1012414","PUSKESMAS SELINDUNG"
"1971","1012415","PUSKESMAS TAMAN SARI"
"1971","1012416","PUSKESMAS KACANG PEDANG"
"1971","1012417","PUSKESMAS GERUNGGANG"
"2102","1012418","PUSKESMAS MORO"
"2102","1012419","PUSKESMAS DURAI"
"2102","1012420","PUSKESMAS TANJUNG BATU"
"2102","1012421","PUSKESMAS TANJUNG BERLIAN"
"2102","1012422","PUSKESMAS KUNDUR BARAT"
"2102","1012423","PUSKESMAS TANJUNG BALAI"
"2102","1012424","PUSKESMAS BURU"
"2102","1012425","PUSKESMAS MERAL"
"2102","1012426","PUSKESMAS TEBING"
"2101","1012427","PUSKESMAS TELUK BINTAN"
"2101","1012428","PUSKESMAS TANJUNG UBAN"
"2101","1012429","PUSKESMAS TELUK SEBONG"
"2101","1012430","PUSKESMAS SRI BINTAN"
"2101","1012431","PUSKESMAS BERAKIT"
"2101","1012432","PUSKESMAS TELUK SASAH"
"2101","1012433","PUSKESMAS KUALA SEMPANG"
"2101","1012434","PUSKESMAS KIJANG"
"2101","1012435","PUSKESMAS SEI LEKOP"
"2101","1012436","PUSKESMAS KAWAL"
"2101","1012437","PUSKESMAS MANTANG"
"2101","1012438","PUSKESMAS KELONG"
"2101","1012439","PUSKESMAS TOAPAYA"
"2101","1012440","PUSKESMAS TAMBELAN"
"2103","1012441","PUSKESMAS MIDAI"
"2103","1012442","PUSKESMAS SEDANAU"
"2103","1012443","PUSKESMAS BATUBI JAYA"
"2103","1012444","PUSKESMAS KELARIK"
"2103","1012445","PUSKESMAS P. LAUT"
"2103","1012446","PUSKESMAS PULAU TIGA"
"2103","1012447","PUSKESMAS RANAI"
"2103","1012448","PUSKESMAS TANJUNG"
"2103","1012449","PUSKESMAS BUNGURAN TENGAH"
"2103","1012450","PUSKESMAS BUNGURAN SELATAN"
"2103","1012451","PUSKESMAS SERASAN"
"2103","1012452","PUSKESMAS SUBI"
"2103","1012453","PUSKESMAS SERASAN TIMUR"
"2104","1012454","PUSKESMAS RAYA"
"2104","1012455","PUSKESMAS DABO LAMA"
"2104","1012456","PUSKESMAS DAIK"
"2104","1012457","PUSKESMAS PANCUR"
"2104","1012458","PUSKESMAS SENAYANG"
"2104","1012459","PUSKESMAS TAJUR BIRU"
"2105","1012460","PUSKESMAS LETUNG"
"2105","1012461","PUSKESMAS JEMAJA TIMUR"
"2105","1012462","PUSKESMAS SIANTAN SELATAN"
"2105","1012463","PUSKESMAS TEREMPA"
"2105","1012464","PUSKESMAS SIANTAN TIMUR"
"2105","1012465","PUSKESMAS SIANTAN TENGAH"
"2105","1012466","PUSKESMAS PALMATAK"
"2171","1012467","PUSKESMAS BELAKANG PADANG"
"2171","1012468","PUSKESMAS BULANG"
"2171","1012469","PUSKESMAS GALANG"
"2171","1012470","PUSKESMAS SEI PANCUR"
"2171","1012471","PUSKESMAS SEI LANGKAI"
"2171","1012472","PUSKESMAS SAMBAU"
"2171","1012473","PUSKESMAS SEI LEKOP"
"2171","1012474","PUSKESMAS KABIL"
"2171","1012475","PUSKESMAS BOTANIA"
"2171","1012476","PUSKESMAS SEKUPANG"
"2171","1012477","PUSKESMAS TIBAN BARU"
"2171","1012478","PUSKESMAS BATU AJI"
"2171","1012479","PUSKESMAS LUBUK BAJA"
"2171","1012480","PUSKESMAS BALOI PERMAI"
"2171","1012481","PUSKESMAS TANJUNG SENGKUANG"
"2171","1012482","PUSKESMAS SEI PANAS"
"2171","1012483","PUSKESMAS TANJUNG BUNTUNG BENGKONG"
"2172","1012484","PUSKESMAS SEI JANG"
"2172","1012485","PUSKESMAS MEKAR BARU"
"2172","1012486","PUSKESMAS BATU 10"
"2172","1012487","PUSKESMAS MELAYU KOTA PIRING"
"2172","1012488","PUSKESMAS KAMPUNG BUGIS"
"2172","1012489","PUSKESMAS TANJUNG PINANG"
"1572","1012490","PUSKESMAS KOTO LOLO"
"1572","1012491","PUSKESMAS SUNGAI BUNGKAL"
"1572","1012492","PUSKESMAS SUNGAI LIUK"
"2172","1012493","PUSKESMAS TANJUNG UNGGAT"
"1405","1012494","PUSKESMAS PANGKALAN KURAS II"
"1807","1012495","PUSKESMAS PAKUAN AJI"
"1502","1012496","PUSKESMAS SIMPANG LIMBUR"
"1502","1012497","PUSKESMAS AUR BERDURI"
"1502","1012498","PUSKESMAS KEDERASAN PANJANG"
"1502","1012499","PUSKESMAS PASAR BARU"
"1109","1012500","PUSKESMAS KUALA MAKMUR"
"1810","1012501","PUSKESMAS REJOSARI"
"1509","1012502","PUSKESMAS TEGAL ARUM"
"1509","1012503","PUSKESMAS SUMBER SARI"
"1509","1012504","PUSKESMAS TELUK RENDAH"
"2102","1012505","PUSKESMAS NIUR PERMAI"
"1306","1012507","PUSKESMAS MUARO PUTUIH"
"1905","1012508","PUSKESMAS AIRBARA"
"1371","1012509","PUSKESMAS DADOK TUNGGUL HITAM"
"1303","1012510","PUSKESMAS PADANG LAWEH"
"1277","1012511","PUSKESMAS WEK I"
"1312","1012512","PUSKESMAS AIA GADANG"
"1311","1012513","PUSKESMAS LUBUK ULANG ALING"
"1404","1012514","PUSKESMAS SUNGAI ILIRAN"
"1405","1012515","PUSKESMAS PANGKALAN KERINCI II"
"1804","1012516","PUSKESMAS BATU KETULIS"
"1804","1012517","PUSKESMAS AIR HITAM"
"1804","1012518","PUSKESMAS KEBUN TEBU"
"1872","1012519","PUSKESMAS MARGOREJO"
"1108","1012520","PUSKESMAS BABAH BULOH"
"1572","1012522","PUSKESMAS PONDOK TINGGI"
"1101","1012523","PUSKESMAS UJONG PADANG RASIAN"
"1508","1012524","PUSKESMAS RIMBO TENGAH"
"1503","1012525","PUSKESMAS SUNGAI BAUNG"
"1503","1012526","PUSKESMAS SINGKUT V"
"1175","1012527","PUSKESMAS JONTOR"
"1175","1012528","PUSKESMAS BAKAL BUAH"
"1114","1012529","PUSKESMAS LIGAN"
"1114","1012530","PUSKESMAS PANTE KUYUN"
"1110","1012531","PUSKESMAS KUTA TINGGI"
"1606","1012532","PUSKESMAS BUKIT SELABU"
"1606","1012533","PUSKESMAS SRIGUNUNG"
"2171","1012534","PUSKESMAS KAMPUNG JABI"
"2171","1012535","PUSKESMAS REMPANG CATE"
"1810","1012536","PUSKESMAS BANDUNG BARU"
"1471","1012537","PUSKESMAS SAPTA TARUNA"
"1802","1012538","PUSKESMAS ANAK TUHA"
"1309","1012539","PUSKESMAS BULASAT"
"1309","1012540","PUSKESMAS BOSUA"
"1602","1012541","PUSKESMAS MULYA GUNA"
"1602","1012542","PUSKESMAS PENANGGOAN DUREN"
"1502","1012543","PUSKESMAS KOTA RAJA"
"1502","1012544","PUSKESMAS TAMBANG EMAS"
"1501","1012545","PUSKESMAS BUKIT KERMAN"
"1671","1012546","PUSKESMAS SAKO"
"1601","1012547","PUSKESMAS TANJUNG BARU"
"1671","1012548","PUSKESMAS TEGAL BINANGUN"
"2104","1012549","PUSKESMAS LANJUT"
"2104","1012550","PUSKESMAS RESANG"
"2104","1012551","PUSKESMAS PENUBA"
"2104","1012552","PUSKESMAS SUNGAI PINANG"
"1904","1012553","PUSKESMAS PERLANG"
"1202","1012554","PUSKESMAS SIPULTAK"
"1301","1012555","PUSKESMAS RANAH AMPEK HULU TAPAN"
"1301","1012556","PUSKESMAS AIR PURA"
"1601","1012557","PUSKESMAS KEDATON"
"1302","1012558","PUSKESMAS SUNGAI NANAM"
"1219","1012559","PUSKESMAS LAUT TADOR"
"1219","1012560","PUSKESMAS SEI BAJANGKAR"
"1310","1012561","PUSKESMAS BERINGIN SAKTI"
"1221","1012562","PUSKESMAS PADANG GARUGUR"
"1271","1012563","PUSKESMAS RENGAS PULAU"
"1271","1012564","PUSKESMAS SICANANG"
"1221","1012565","PUSKESMAS GADING"
"2102","1012566","PUSKESMAS MERAL BARAT"
"2102","1012567","PUSKESMAS UNGAR"
"2102","1012568","PUSKESMAS BELAT"
"1501","1012569","PUSKESMAS MUARA HEMAT"
"1501","1012570","PUSKESMAS SIMPANG TUTUP"
"1611","1012571","PUSKESMAS SIKAP DALAM"
"1611","1012572","PUSKESMAS PENDOPO BARAT"
"1811","1012573","PUSKESMAS SUMBER MAKMUR"
"1812","1012574","PUSKESMAS DWIKORA JAYA"
"1812","1012575","PUSKESMAS TOTO KATON"
"1209","1012576","PUSKESMAS AIR TELUK KIRI"
"1209","1012577","PUSKESMAS RAHUNING"
"1209","1012578","PUSKESMAS PULO BANDRING"
"1173","1012579","PUSKESMAS KANDANG"
"1103","1012580","PUSKESMAS LEUBOK PEMPENG"
"1223","1012581","PUSKESMAS BATU TUNGGAL"
"1109","1012582","PUSKESMAS LUAN BALU"
"1109","1012583","PUSKESMAS LAMEREM"
"1201","1012584","PUSKESMAS SIJUNGKANG"
"1502","1012585","PUSKESMAS BANGKO BARAT"
"1502","1012586","PUSKESMAS TABIR LINTAS"
"1603","1012587","PUSKESMAS MUARA BELIDA"
"1603","1012588","PUSKESMAS BENAKAT"
"1603","1012589","PUSKESMAS BELIDA DARAT"
"1210","1012590","PUSKESMAS GUNUNG SELAMAT"
"1210","1012591","PUSKESMAS SEI PENGGANTUNGAN"
"1607","1012592","PUSKESMAS JAKABARING"
"1607","1012593","PUSKESMAS SUAK TAPEH"
"1607","1012594","PUSKESMAS TANJUNG API-API"
"1607","1012595","PUSKESMAS SIDO MULYO"
"1604","1012596","PUSKESMAS SUKAMERINDU"
"1410","1012597","PUSKESMAS SUNGAI TOHOR"
"1403","1012598","PUSKESMAS PEMATANG DUKU"
"1403","1012599","PUSKESMAS PAMBANG"
"1403","1012600","PUSKESMAS TENGGAYUN"
"1403","1012601","PUSKESMAS SADAR JAYA"
"1403","1012602","PUSKESMAS TELUK LECAH"
"1403","1012603","PUSKESMAS PEMATANG PUDU"
"1403","1012604","PUSKESMAS SERAI WANGI"
"1407","1012605","PUSKESMAS BORTREM"
"1407","1012606","PUSKESMAS TANJUNG MEDAN"
"1604","1012607","PUSKESMAS GOLDEN GREAT BORNEO"
"1812","1012608","PUSKESMAS MARGODADI"
"1812","1012609","PUSKESMAS MARGA KENCANA"
"1812","1012610","PUSKESMAS GILANG TUNGGAL MAKARTA"
"1812","1012611","PUSKESMAS INDRALOKA JAYA"
"1208","1012612","PUSKESMAS BUNTU TURUNAN"
"1208","1012613","PUSKESMAS BANDAR SIANTAR"
"1208","1012614","PUSKESMAS MARIHAT BANDAR"
"1208","1012615","PUSKESMAS BAH TONANG"
"1208","1012616","PUSKESMAS RAMBUNG MERAH"
"1208","1012617","PUSKESMAS BANDAR TINGGI"
"1208","1012618","PUSKESMAS BAH BOLON"
"1208","1012619","PUSKESMAS MARUBUN JAYA"
"1208","1012620","PUSKESMAS PARBUTARAN"
"1208","1012621","PUSKESMAS CINGKES"
"1208","1012622","PUSKESMAS SINASIH"
"1809","1012623","PUSKESMAS MAJA"
"2104","1012624","PUSKESMAS POSEK"
"2101","1012625","PUSKESMAS NUMBING"
"1116","1012626","PUSKESMAS SELELEH"
"1204","1012627","PUSKESMAS EHOSAKHOZI"
"1204","1012628","PUSKESMAS BOZIHONA"
"2171","1012629","PUSKESMAS TANJUNG UNCANG"
"1806","1012630","PUSKESMAS SUMBEREJO"
"1505","1012631","PUSKESMAS TALANG BUKIT"
"1505","1012632","PUSKESMAS TANTAN"
"1505","1012633","PUSKESMAS KASANG PUDAK"
"1505","1012634","PUSKESMAS SUKO AWIN JAYA"
"1111","1012635","PUSKESMAS MON KEULAYU"
"1111","1012636","PUSKESMAS COT IE JUE"
"1673","1012637","PUSKESMAS MAHA PRANA"
"1104","1012638","PUSKESMAS PAMAR"
"1104","1012639","PUSKESMAS KETAPANG NUSANTARA"
"1104","1012640","PUSKESMAS KEKUYANG"
"1572","1012641","PUSKESMAS TANJUNG"
"1201","1012642","PUSKESMAS KEDAI TIGA BARUS"
"1209","1012643","PUSKESMAS SEI KEPAYANG TIMUR"
"1208","1012644","PUSKESMAS SAYUR MATINGGI"
"1118","1012645","PUSKESMAS SIMPANG 4 NYONG"
"1509","1012649","PUSKESMAS BANGUN SERANTEN"
"1813","1012651","PUSKESMAS WAY KRUI"
"1813","1012652","PUSKESMAS KRUI SELATAN"
"1402","1012653","PUSKESMAS KOTA BARU"
"1509","1012654","PUSKESMAS TELUK KEMBANG JAMBU"
"1402","1012655","PUSKESMAS KOTA MEDAN"
"1102","1012656","PUSKESMAS BABUSSALAM"
"1509","1012657","PUSKESMAS SUO-SUO"
"1504","1012658","PUSKESMAS TELUK LEBAN"
"1503","1012659","PUSKESMAS SEPINTUN"
"1209","1012660","PUSKESMAS GONTING MALAHA"
"1209","1012661","PUSKESMAS OFA PADANG MAHONDANG"
"1409","1012662","PUSKESMAS KOPAH"
"1407","1012663","PUSKESMAS TELUK MERBAU"
"1214","1012664","PUSKESMAS TELUK DALAM"
"1808","1012665","PUSKESMAS TANJUNG REJO"
"1406","1012666","PUSKESMAS KUNTO DARUSSALAM II"
"1278","1012667","PUSKESMAS IDANOI TOLAMAERA"
"1278","1012668","PUSKESMAS KAUKO"
"1209","1012669","PUSKESMAS SILAU LAUT"
"1602","1012670","PUSKESMAS SUNGAI LUMPUR"
"1602","1012671","PUSKESMAS BUMI ARJO"
"1311","1012672","PUSKESMAS SUNGAI KALU"
"2104","1012673","PUSKESMAS BENAN"
"2171","1012674","PUSKESMAS MENTARAU"
"1871","1012675","PUSKESMAS WAY HALIM II"
"1809","1012676","PUSKESMAS GUNUNG SARI"
"1202","1012677","PUSKESMAS PANIARAN"
"1225","1012679","PUSKESMAS SI'ONOBANUA"
"1225","1012680","PUSKESMAS HILIFADOLO"
"1225","1012681","PUSKESMAS LAHUSA"
"1225","1012682","PUSKESMAS AMBUKHA"
"1225","1012683","PUSKESMAS PULAU HINAKO"
"1409","1012684","PUSKESMAS BUMI MULYA"
"1309","1012685","PUSKESMAS SIGAPOKNA"
"1309","1012686","PUSKESMAS SAREREIKET"
"1309","1012687","PUSKESMAS SIMATALU"
"1801","1012688","PUSKESMAS KALIASIN"
"2103","1012689","PUSKESMAS PULAU TIGA BARAT"
"1207","1012690","PUSKESMAS TUNTUNGAN"
"1612","1012691","PUSKESMAS KARTA DEWA"
"1606","1012692","PUSKESMAS AIR BALUI"
"2105","1012693","PUSKESMAS SIANTAN UTARA"
"2105","1012694","PUSKESMAS JEMAJA BARAT"
"2105","1012695","PUSKESMAS KUTE SIANTAN"
"1205","1012696","PUSKESMAS STUNGKIT"
"1205","1012697","PUSKESMAS PEMATANG CENGAL"
"1175","1012698","PUSKESMAS BATU-BATU"
"1805","1012699","PUSKESMAS SUNGAI NIBUNG"
"1805","1012700","PUSKESMAS BOGATAMA"
"2104","1012701","PUSKESMAS REJAI"
"1404","1012702","PUSKESMAS KERITANG HULU"
"1404","1012703","PUSKESMAS BEKAWAN"
"3101","1030001","PUSKESMAS KECAMATAN KEPULAUAN SERIBU SELATAN"
"3101","1030003","PUSKESMAS KELURAHAN P. UNTUNG JAWA"
"3101","1030004","PUSKESMAS KELURAHAN PULAU PARI"
"3101","1030006","PUSKESMAS KECAMATAN KEPULAUAN SERIBU UTARA"
"3101","1030007","PUSKESMAS KELURAHAN PULAU PANGGANG"
"3101","1030008","PUSKESMAS KELURAHAN PULAU HARAPAN"
"3174","1030009","PUSKESMAS KECAMATAN JAGAKARSA"
"3174","1030010","PUSKESMAS KELURAHAN JAGAKARSA I"
"3174","1030011","PUSKESMAS KELURAHAN JAGAKARSA II"
"3174","1030012","PUSKESMAS KELURAHAN LENTENG AGUNG I"
"3174","1030013","PUSKESMAS KELURAHAN LENTENG AGUNG II"
"3174","1030014","PUSKESMAS KELURAHAN SRENGSENG SAWAH"
"3174","1030015","PUSKESMAS KECAMATAN PASAR MINGGU"
"3174","1030016","PUSKESMAS KELURAHAN CILANDAK TIMUR"
"3174","1030017","PUSKESMAS KELURAHAN PEJATEN TIMUR"
"3174","1030018","PUSKESMAS KELURAHAN PEJATEN BARAT I"
"3174","1030019","PUSKESMAS KELURAHAN PEJATEN BARAT II"
"3174","1030020","PUSKESMAS KELURAHAN PEJATEN BARAT III"
"3174","1030021","PUSKESMAS KELURAHAN PASAR MINGGU"
"3174","1030023","PUSKESMAS KELURAHAN KEBAGUSAN"
"3174","1030024","PUSKESMAS KELURAHAN RAGUNAN"
"3174","1030025","PUSKESMAS KECAMATAN CILANDAK"
"3174","1030026","PUSKESMAS KELURAHAN GANDARIA SELATAN"
"3174","1030027","PUSKESMAS KELURAHAN CIPETE SELATAN"
"3174","1030028","PUSKESMAS KELURAHAN CILANDAK BARAT"
"3174","1030029","PUSKESMAS KELURAHAN LEBAK BULUS"
"3174","1030030","PUSKESMAS KELURAHAN PONDOK LABU"
"3174","1030031","PUSKESMAS KECAMATAN PESANGGRAHAN"
"3174","1030032","PUSKESMAS KELURAHAN PETUKANGAN UTARA"
