"kode_prov","kode_kab","kode_kec","nama_wilayah"
NULL,"7313","731310","PITUMPANUA"
NULL,"7313","731311","BOLA"
NULL,"7313","731312","PENRANG"
NULL,"7313","731313","GILIRENG"
NULL,"7313","731314","KEERA"
NULL,"7314","731401","PANCA LAUTAN"
NULL,"7314","731402","TELLU LIMPOE"
NULL,"7314","731403","WATANG PULU"
NULL,"7314","731404","BARANTI"
NULL,"7314","731405","PANCA RIJANG"
NULL,"7314","731406","KULO"
NULL,"7314","731407","MARITENGNGAE"
NULL,"7314","731408","WATANG SIDENRENG"
NULL,"7314","731409","DUA PITUE"
NULL,"7314","731410","PITU RIAWA"
NULL,"7314","731411","PITU RAISE"
NULL,"7315","731501","MATIRRO SOMPE"
NULL,"7315","731502","SUPPA"
NULL,"7315","731503","MATTIRO BULU"
NULL,"7315","731504","WATANG SAWITO"
NULL,"7315","731505","PATAMPANUA"
NULL,"7315","731506","DUAMPANUA"
NULL,"7315","731507","LEMBANG"
NULL,"7315","731508","CEMPA"
NULL,"7315","731509","TIROANG"
NULL,"7315","731510","LANSIRANG"
NULL,"7315","731511","PALETEANG"
NULL,"7315","731512","BATU LAPPA"
NULL,"7316","731601","MAIWA"
NULL,"7316","731602","ENREKANG"
NULL,"7316","731603","BARAKA"
NULL,"7316","731604","ANGGERAJA"
NULL,"7316","731605","ALLA"
NULL,"7316","731606","BUNGIN"
NULL,"7316","731607","CENDANA"
NULL,"7316","731608","CURIO"
NULL,"7316","731609","MALUA"
NULL,"7316","731610","BUNTU BATU"
NULL,"7316","731611","MASALLE"
NULL,"7316","731612","BAROKO"
NULL,"7317","731701","BASSE SANGTEMPE"
NULL,"7317","731702","LAROMPONG"
NULL,"7317","731703","SULI"
NULL,"7317","731704","BAJO"
NULL,"7317","731705","BUA PONRANG"
NULL,"7317","731706","WALENRANG"
NULL,"7317","731707","BELOPA"
NULL,"7317","731708","BUA"
NULL,"7317","731709","LAMASI"
NULL,"7317","731710","LAROMPONG SELATAN"
NULL,"7317","731711","PONRANG"
NULL,"7317","731712","LATIMOJONG"
NULL,"7317","731713","KAMANRE"
NULL,"7317","731714","BELOPA UTARA"
NULL,"7317","731715","WALENRANG BARAT"
NULL,"7317","731716","WALENRANG UTARA"
NULL,"7317","731717","WALENRANG TIMUR"
NULL,"7317","731718","LAMASI TIMUR"
NULL,"7317","731719","SULI BARAT"
NULL,"7317","731720","BAJO BARAT"
NULL,"7317","731721","PONRANG SELATAN"
NULL,"7317","731722","BASSE SANGTEMPE UTARA"
NULL,"7318","731801","SALUPUTI"
NULL,"7318","731802","BITTUANG"
NULL,"7318","731803","BONGGAKARADENG"
NULL,"7318","731805","MAKALE"
NULL,"7318","731809","SIMBUANG"
NULL,"7318","731811","RANTETAYO"
NULL,"7318","731812","MENGKENDEK"
NULL,"7318","731813","SANGALLA"
NULL,"7318","731819","GANDANGBATU SILLANAN"
NULL,"7318","731820","REMBON"
NULL,"7318","731827","MAKALE UTARA"
NULL,"7318","731828","MAPPAK"
NULL,"7318","731829","MAKALE SELATAN"
NULL,"7318","731831","MASANDA"
NULL,"7318","731833","SANGALLA SELATAN"
NULL,"7318","731834","SANGALLA UTARA"
NULL,"7318","731835","MALIMBONG BALEPE"
NULL,"7318","731837","RANO"
NULL,"7318","731838","KURRA"
NULL,"7322","732201","MALANGKE"
NULL,"7322","732202","BONE BONE"
NULL,"7322","732203","MASAMBA"
NULL,"7322","732204","SABBANG"
NULL,"7322","732205","LIMBONG"
NULL,"7322","732206","SUKAMAJU"
NULL,"7322","732207","SEKO"
NULL,"7322","732208","MALANGKE BARAT"
NULL,"7322","732209","RAMPI"
NULL,"7322","732210","MAPPEDECENG"
NULL,"7322","732211","BAEBUNTA"
NULL,"7322","732212","TANA LILI"
NULL,"7322","732213","SUKAMAJU SELATAN"
NULL,"7322","732214","BAEBUNTA SELATAN"
NULL,"7322","732215","SABBANG SELATAN"
NULL,"7324","732401","MANGKUTANA"
NULL,"7324","732402","NUHA"
NULL,"7324","732403","TOWUTI"
NULL,"7324","732404","MALILI"
NULL,"7324","732405","ANGKONA"
NULL,"7324","732406","WOTU"
NULL,"7324","732407","BURAU"
NULL,"7324","732408","TOMONI"
NULL,"7324","732409","TOMONI TIMUR"
NULL,"7324","732410","KALAENA"
NULL,"7324","732411","WASUPONDA"
NULL,"7326","732601","RANTEPAO"
NULL,"7326","732602","SESEAN"
NULL,"7326","732603","NANGGALA"
NULL,"7326","732604","RINDINGALLO"
NULL,"7326","732605","BUNTAO"
NULL,"7326","732606","SA'DAN"
NULL,"7326","732607","SANGGALANGI"
NULL,"7326","732608","SOPAI"
NULL,"7326","732609","TIKALA"
NULL,"7326","732610","BALUSU"
NULL,"7326","732611","TALLUNGLIPU"
NULL,"7326","732612","DENDE' PIONGAN NAPO"
NULL,"7326","732613","BUNTU PEPASAN"
NULL,"7326","732614","BARUPPU"
NULL,"7326","732615","KESU"
NULL,"7326","732616","TONDON"
NULL,"7326","732617","BANGKELEKILA"
NULL,"7326","732618","RANTEBUA"
NULL,"7326","732619","SESEAN SULOARA"
NULL,"7326","732620","KAPALA PITU"
NULL,"7326","732621","AWAN RANTE KARUA"
NULL,"7371","737101","MARISO"
NULL,"7371","737102","MAMAJANG"
NULL,"7371","737103","MAKASSAR"
NULL,"7371","737104","UJUNG PANDANG"
NULL,"7371","737105","WAJO"
NULL,"7371","737106","BONTOALA"
NULL,"7371","737107","TALLO"
NULL,"7371","737108","UJUNG TANAH"
NULL,"7371","737109","PANAKKUKANG"
NULL,"7371","737110","TAMALATE"
NULL,"7371","737111","BIRINGKANAYA"
NULL,"7371","737112","MANGGALA"
NULL,"7371","737113","RAPPOCINI"
NULL,"7371","737114","TAMALANREA"
NULL,"7371","737115","KEPULAUAN SANGKARRANG"
NULL,"7372","737201","BACUKIKI"
NULL,"7372","737202","UJUNG"
NULL,"7372","737203","SOREANG"
NULL,"7372","737204","BACUKIKI BARAT"
NULL,"7373","737301","WARA"
NULL,"7373","737302","WARA UTARA"
NULL,"7373","737303","WARA SELATAN"
NULL,"7373","737304","TELLUWANUA"
NULL,"7373","737305","WARA TIMUR"
NULL,"7373","737306","WARA BARAT"
NULL,"7373","737307","SENDANA"
NULL,"7373","737308","MUNGKAJANG"
NULL,"7373","737309","BARA"
NULL,"7401","740101","WUNDULAKO"
NULL,"7401","740104","KOLAKA"
NULL,"7401","740107","POMALAA"
NULL,"7401","740108","WATUBANGGA"
NULL,"7401","740110","WOLO"
NULL,"7401","740112","BAULA"
NULL,"7401","740114","LATAMBAGA"
NULL,"7401","740118","TANGGETADA"
NULL,"7401","740120","SAMATURU"
NULL,"7401","740124","TOARI"
NULL,"7401","740125","POLINGGONA"
NULL,"7401","740127","IWOIMENDAA"
NULL,"7402","740201","LAMBUYA"
NULL,"7402","740202","UNAAHA"
NULL,"7402","740203","WAWOTOBI"
NULL,"7402","740204","PONDIDAHA"
NULL,"7402","740205","SAMPARA"
NULL,"7402","740210","ABUKI"
NULL,"7402","740211","SOROPIA"
NULL,"7402","740215","TONGAUNA"
NULL,"7402","740216","LATOMA"
NULL,"7402","740217","PURIALA"
NULL,"7402","740218","UEPAI"
NULL,"7402","740219","WONGGEDUKU"
NULL,"7402","740220","BESULUTU"
NULL,"7402","740221","BONDOALA"
NULL,"7402","740223","ROUTA"
NULL,"7402","740224","ANGGABERI"
NULL,"7402","740225","MELUHU"
NULL,"7402","740228","AMONGGEDO"
NULL,"7402","740231","ASINUA"
NULL,"7402","740232","KONAWE"
NULL,"7402","740233","KAPOIALA"
NULL,"7402","740236","LALONGGASUMEETO"
NULL,"7402","740237","ONEMBUTE"
NULL,"7402","740238","PADANGGUNI"
NULL,"7402","740239","MOROSI"
NULL,"7402","740240","ANGGALOMOARE"
NULL,"7402","740241","WONGGEDUKU BARAT"
NULL,"7403","740306","NAPABALANO"
NULL,"7403","740307","MALIGANO"
NULL,"7403","740313","WAKORUMBA SELATAN"
NULL,"7403","740314","LASALEPA"
NULL,"7403","740315","BATALAIWARU"
NULL,"7403","740316","KATOBU"
NULL,"7403","740317","DURUKA"
NULL,"7403","740318","LOHIA"
NULL,"7403","740319","WATOPUTE"
NULL,"7403","740320","KONTUNAGA"
NULL,"7403","740323","KABANGKA"
NULL,"7403","740324","KABAWO"
NULL,"7403","740325","PARIGI"
NULL,"7403","740326","BONE"
NULL,"7403","740327","TONGKUNO"
NULL,"7403","740328","PASIR PUTIH"
NULL,"7403","740330","KONTU KOWUNA"
NULL,"7403","740331","MAROBO"
NULL,"7403","740332","TONGKUNO SELATAN"
NULL,"7403","740333","PASI KOLAGA"
NULL,"7403","740334","BATUKARA"
NULL,"7403","740337","TOWEA"
NULL,"7404","740411","PASARWAJO"
NULL,"7404","740422","KAPONTORI"
NULL,"7404","740423","LASALIMU"
NULL,"7404","740424","LASALIMU SELATAN"
NULL,"7404","740427","SIOTAPINA"
NULL,"7404","740428","WOLOWA"
NULL,"7404","740429","WABULA"
NULL,"7405","740501","TINANGGEA"
NULL,"7405","740502","ANGATA"
NULL,"7405","740503","ANDOOLO"
NULL,"7405","740504","PALANGGA"
NULL,"7405","740505","LANDONO"
NULL,"7405","740506","LAINEA"
NULL,"7405","740507","KONDA"
NULL,"7405","740508","RANOMEETO"
NULL,"7405","740509","KOLONO"
NULL,"7405","740510","MORAMO"
NULL,"7405","740511","LAONTI"
NULL,"7405","740512","LALEMBUU"
NULL,"7405","740513","BENUA"
NULL,"7405","740514","PALANGGA SELATAN"
NULL,"7405","740515","MOWILA"
NULL,"7405","740516","MORAMO UTARA"
NULL,"7405","740517","BUKE"
NULL,"7405","740518","WOLASI"
NULL,"7405","740519","LAEYA"
NULL,"7405","740520","BAITO"
NULL,"7405","740521","BASALA"
NULL,"7405","740522","RANOMEETO BARAT"
NULL,"7405","740523","KOLONO TIMUR"
NULL,"7405","740524","SABULAKOA"
NULL,"7405","740525","ANDOOLO BARAT"
NULL,"7406","740601","POLEANG"
NULL,"7406","740602","POLEANG TIMUR"
NULL,"7406","740603","RAROWATU"
NULL,"7406","740604","RUMBIA"
NULL,"7406","740605","KABAENA"
NULL,"7406","740606","KABAENA TIMUR"
NULL,"7406","740607","POLEANG BARAT"
NULL,"7406","740608","MATA OLEO"
NULL,"7406","740609","RAROWATU UTARA"
NULL,"7406","740610","POLEANG UTARA"
NULL,"7406","740611","POLEANG SELATAN"
NULL,"7406","740612","POLEANG TENGGARA"
NULL,"7406","740613","KABAENA SELATAN"
NULL,"7406","740614","KABAENA BARAT"
NULL,"7406","740615","KABAENA UTARA"
NULL,"7406","740616","KABAENA TENGAH"
NULL,"7406","740617","KEPULAUAN MASALOKA RAYA"
NULL,"7406","740618","RUMBIA TENGAH"
NULL,"7406","740619","POLEANG TENGAH"
NULL,"7406","740620","TONTONUNU"
NULL,"7406","740621","LANTARI JAYA"
NULL,"7406","740622","MATA USU"
NULL,"7407","740701","WANGI-WANGI"
NULL,"7407","740702","KALEDUPA"
NULL,"7407","740703","TOMIA"
NULL,"7407","740704","BINONGKO"
NULL,"7407","740705","WANGI WANGI SELATAN"
NULL,"7407","740706","KALEDUPA SELATAN"
NULL,"7407","740707","TOMIA TIMUR"
NULL,"7407","740708","TOGO BINONGKO"
NULL,"7408","740801","LASUSUA"
NULL,"7408","740802","PAKUE"
NULL,"7408","740803","BATU PUTIH"
NULL,"7408","740804","RANTE ANGIN"
NULL,"7408","740805","KODEOHA"
NULL,"7408","740806","NGAPA"
NULL,"7408","740807","WAWO"
NULL,"7408","740808","LAMBAI"
NULL,"7408","740809","WATUNOHU"
NULL,"7408","740810","PAKUE TENGAH"
NULL,"7408","740811","PAKUE UTARA"
NULL,"7408","740812","POREHU"
NULL,"7408","740813","KATOI"
NULL,"7408","740814","TIWU"
NULL,"7408","740815","TOLALA"
NULL,"7409","740901","ASERA"
NULL,"7409","740902","WIWIRANO"
NULL,"7409","740903","LANGGIKIMA"
NULL,"7409","740904","MOLAWE"
NULL,"7409","740905","LASOLO"
NULL,"7409","740906","LEMBO"
NULL,"7409","740907","SAWA"
NULL,"7409","740908","OHEO"
NULL,"7409","740909","ANDOWIA"
NULL,"7409","740910","MOTUI"
NULL,"7409","740911","WAWOLESEA"
NULL,"7409","740912","LASOLO KEPULAUAN"
NULL,"7409","740913","LANDAWE"
NULL,"7410","741001","KULISUSU"
NULL,"7410","741002","KAMBOWA"
NULL,"7410","741003","BONEGUNU"
NULL,"7410","741004","KULISUSU BARAT"
NULL,"7410","741005","KULISUSU UTARA"
NULL,"7410","741006","WAKORUMBA UTARA"
NULL,"7411","741101","TIRAWUTA"
NULL,"7411","741102","LOEA"
NULL,"7411","741103","LADONGI"
NULL,"7411","741104","POLI POLIA"
NULL,"7411","741105","LAMBANDIA"
NULL,"7411","741106","LALOLAE"
NULL,"7411","741107","MOWEWE"
NULL,"7411","741108","ULUIWOI"
NULL,"7411","741109","TINONDO"
NULL,"7411","741110","AERE"
NULL,"7411","741111","UEESI"
NULL,"7411","741112","DANGIA"
NULL,"7412","741201","WAWONII BARAT"
NULL,"7412","741202","WAWONII UTARA"
NULL,"7412","741203","WAWONII TIMUR LAUT"
NULL,"7412","741204","WAWONII TIMUR"
NULL,"7412","741205","WAWONII TENGGARA"
NULL,"7412","741206","WAWONII SELATAN"
NULL,"7412","741207","WAWONII TENGAH"
NULL,"7413","741301","SAWERIGADI"
NULL,"7413","741302","BARANGKA"
NULL,"7413","741303","LAWA"
NULL,"7413","741304","WADAGA"
NULL,"7413","741305","TIWORO SELATAN"
NULL,"7413","741306","MAGINTI"
NULL,"7413","741307","TIWORO TENGAH"
NULL,"7413","741308","TIWORO UTARA"
NULL,"7413","741309","TIWORO KEPULAUAN"
NULL,"7413","741310","KUSAMBI"
NULL,"7413","741311","NAPANO KUSAMBI"
NULL,"7414","741401","LAKUDO"
NULL,"7414","741402","MAWASANGKA TIMUR"
NULL,"7414","741403","MAWASANGKA TENGAH"
NULL,"7414","741404","MAWASANGKA"
NULL,"7414","741405","TALAGA RAYA"
NULL,"7414","741406","GU"
NULL,"7414","741407","SANGIA WAMBULU"
NULL,"7415","741501","BATAUGA"
NULL,"7415","741502","SAMPOLAWA"
NULL,"7415","741503","LAPANDEWA"
NULL,"7415","741504","BATU ATAS"
NULL,"7415","741505","SIOMPU BARAT"
NULL,"7415","741506","SIOMPU"
NULL,"7415","741507","KADATUA"
NULL,"7471","747101","MANDONGA"
NULL,"7471","747102","KENDARI"
NULL,"7471","747103","BARUGA"
NULL,"7471","747104","POASIA"
NULL,"7471","747105","KENDARI BARAT"
NULL,"7471","747106","ABELI"
NULL,"7471","747107","WUA-WUA"
NULL,"7471","747108","KADIA"
NULL,"7471","747109","PUUWATU"
NULL,"7471","747110","KAMBU"
NULL,"7472","747201","BETOAMBARI"
NULL,"7472","747202","WOLIO"
NULL,"7472","747203","SORAWOLIO"
NULL,"7472","747204","BUNGI"
NULL,"7472","747205","KOKALUKUNA"
NULL,"7472","747206","MURHUM"
NULL,"7472","747207","LEA-LEA"
NULL,"7472","747208","BATUPOARO"
NULL,"7501","750101","LIMBOTO"
NULL,"7501","750102","TELAGA"
NULL,"7501","750103","BATUDAA"
NULL,"7501","750104","TIBAWA"
NULL,"7501","750105","BATUDAA PANTAI"
NULL,"7501","750109","BOLIYOHUTO"
NULL,"7501","750110","TELAGA BIRU"
NULL,"7501","750111","BONGOMEME"
NULL,"7501","750113","TOLANGOHULA"
NULL,"7501","750114","MOOTILANGO"
NULL,"7501","750116","PULUBALA"
NULL,"7501","750117","LIMBOTO BARAT"
NULL,"7501","750118","TILANGO"
NULL,"7501","750119","TABONGO"
NULL,"7501","750120","BILUHU"
NULL,"7501","750121","ASPARAGA"
NULL,"7501","750122","TALAGA JAYA"
NULL,"7501","750123","BILATO"
NULL,"7501","750124","DUNGALIYO"
NULL,"7502","750201","PAGUYAMAN"
NULL,"7502","750202","WONOSARI"
NULL,"7502","750203","DULUPI"
NULL,"7502","750204","TILAMUTA"
NULL,"7502","750205","MANANGGU"
NULL,"7502","750206","BOTUMOITA"
NULL,"7502","750207","PAGUYAMAN PANTAI"
NULL,"7503","750301","TAPA"
NULL,"7503","750302","KABILA"
NULL,"7503","750303","SUWAWA"
NULL,"7503","750304","BONEPANTAI"
NULL,"7503","750305","BULANGO UTARA"
NULL,"7503","750306","TILONGKABILA"
NULL,"7503","750307","BOTUPINGGE"
NULL,"7503","750308","KABILA BONE"
NULL,"7503","750309","BONE"
NULL,"7503","750310","BONE RAYA"
NULL,"7503","750311","SUWAWA TIMUR"
NULL,"7503","750312","SUWAWA SELATAN"
NULL,"7503","750313","SUWAWA TENGAH"
NULL,"7503","750314","BULANGO ULU"
NULL,"7503","750315","BULANGO SELATAN"
NULL,"7503","750316","BULANGO TIMUR"
NULL,"7503","750317","BULAWA"
NULL,"7503","750318","PINOGU"
NULL,"7504","750401","POPAYATO"
NULL,"7504","750402","LEMITO"
NULL,"7504","750403","RANDANGAN"
NULL,"7504","750404","MARISA"
NULL,"7504","750405","PAGUAT"
NULL,"7504","750406","PATILANGGIO"
NULL,"7504","750407","TALUDITI"
NULL,"7504","750408","DENGILO"
NULL,"7504","750409","BUNTULIA"
NULL,"7504","750410","DUHIADAA"
NULL,"7504","750411","WANGGARASI"
NULL,"7504","750412","POPAYATO TIMUR"
NULL,"7504","750413","POPAYATO BARAT"
NULL,"7505","750501","ATINGGOLA"
NULL,"7505","750502","KWANDANG"
NULL,"7505","750503","ANGGREK"
NULL,"7505","750504","SUMALATA"
NULL,"7505","750505","TOLINGGULA"
NULL,"7505","750506","GENTUMA RAYA"
NULL,"7505","750507","TOMOLITO"
NULL,"7505","750508","PONELO KEPULAUAN"
NULL,"7505","750509","MONANO"
NULL,"7505","750510","BIAU"
NULL,"7505","750511","SUMALATA TIMUR"
NULL,"7571","757101","KOTA BARAT"
NULL,"7571","757102","KOTA SELATAN"
NULL,"7571","757103","KOTA UTARA"
NULL,"7571","757104","DUNGINGI"
NULL,"7571","757105","KOTA TIMUR"
NULL,"7571","757106","KOTA TENGAH"
NULL,"7571","757107","SIPATANA"
NULL,"7571","757108","DUMBO RAYA"
NULL,"7571","757109","HULONTHALANGI"
NULL,"7601","760101","BAMBALAMOTU"
NULL,"7601","760102","PASANGKAYU"
NULL,"7601","760103","BARAS"
NULL,"7601","760104","SARUDU"
NULL,"7601","760105","DAPURANG"
NULL,"7601","760106","DURIPOKU"
NULL,"7601","760107","BULU TABA"
NULL,"7601","760108","TIKKE RAYA"
NULL,"7601","760109","PEDONGGA"
NULL,"7601","760110","BAMBAIRA"
NULL,"7601","760111","SARJO"
NULL,"7601","760112","LARIANG"
NULL,"7602","760201","MAMUJU"
NULL,"7602","760202","TAPALANG"
NULL,"7602","760203","KALUKKU"
NULL,"7602","760204","KALUMPANG"
NULL,"7602","760207","PAPALANG"
NULL,"7602","760208","SAMPAGA"
NULL,"7602","760211","TOMMO"
NULL,"7602","760212","SIMBORO DAN KEPULAUAN"
NULL,"7602","760213","TAPALANG BARAT"
NULL,"7602","760215","BONEHAU"
NULL,"7602","760216","KEPULAUAN BALA BALAKANG"
NULL,"7603","760301","MAMBI"
NULL,"7603","760302","ARALLE"
NULL,"7603","760303","MAMASA"
NULL,"7603","760304","PANA"
NULL,"7603","760305","TABULAHAN"
NULL,"7603","760306","SUMARORONG"
NULL,"7603","760307","MESSAWA"
NULL,"7603","760308","SESENAPADANG"
NULL,"7603","760309","TANDUK KALUA"
NULL,"7603","760310","TABANG"
NULL,"7603","760311","BAMBANG"
NULL,"7603","760312","BALLA"
NULL,"7603","760313","NOSU"
NULL,"7603","760314","TAWALIAN"
NULL,"7603","760315","RANTEBULAHAN TIMUR"
NULL,"7603","760316","BUNTUMALANGKA"
NULL,"7603","760317","MEHALAAN"
NULL,"7604","760401","TINAMBUNG"
NULL,"7604","760402","CAMPALAGIAN"
NULL,"7604","760403","WONOMULYO"
NULL,"7604","760404","POLEWALI"
NULL,"7604","760405","TUTAR"
NULL,"7604","760406","BINUANG"
NULL,"7604","760407","TAPANGO"
NULL,"7604","760408","MAPILLI"
NULL,"7604","760409","MATANGNGA"
NULL,"7604","760410","LUYO"
NULL,"7604","760411","LIMBORO"
NULL,"7604","760412","BALANIPA"
NULL,"7604","760413","ANREAPI"
NULL,"7604","760414","MATAKALI"
NULL,"7604","760415","ALLU"
NULL,"7604","760416","BULO"
NULL,"7605","760501","BANGGAE"
NULL,"7605","760502","PAMBOANG"
NULL,"7605","760503","SENDANA"
NULL,"7605","760504","MALUNDA"
NULL,"7605","760505","ULUMANDA"
NULL,"7605","760506","TAMMERODO SENDANA"
NULL,"7605","760507","TUBO SENDANA"
NULL,"7605","760508","BANGGAE TIMUR"
NULL,"7606","760601","TOBADAK"
NULL,"7606","760602","PANGALE"
NULL,"7606","760603","BUDONG-BUDONG"
NULL,"7606","760604","TOPOYO"
NULL,"7606","760605","KAROSSA"
NULL,"8101","810101","AMAHAI"
NULL,"8101","810102","TEON NILA SERUA"
NULL,"8101","810106","SERAM UTARA"
NULL,"8101","810109","BANDA"
NULL,"8101","810111","TEHORU"
NULL,"8101","810112","SAPARUA"
NULL,"8101","810113","PULAU HARUKU"
NULL,"8101","810114","SALAHUTU"
NULL,"8101","810115","LEIHITU"
NULL,"8101","810116","NUSA LAUT"
NULL,"8101","810117","KOTA MASOHI"
NULL,"8101","810120","SERAM UTARA BARAT"
NULL,"8101","810121","TELUK ELPAPUTIH"
NULL,"8101","810122","LEIHITU BARAT"
NULL,"8101","810123","TELUTIH"
NULL,"8101","810124","SERAM UTARA TIMUR SETI"
NULL,"8101","810125","SERAM UTARA TIMUR KOBI"
NULL,"8101","810126","SAPARUA TIMUR"
NULL,"8102","810201","KEI KECIL"
NULL,"8102","810203","KEI BESAR"
NULL,"8102","810204","KEI BESAR SELATAN"
NULL,"8102","810205","KEI BESAR UTARA TIMUR"
NULL,"8102","810213","KEI KECIL TIMUR"
NULL,"8102","810214","KEI KECIL BARAT"
NULL,"8102","810215","MANYEUW"
NULL,"8102","810216","HOAT SORBAY"
NULL,"8102","810217","KEI BESAR UTARA BARAT"
NULL,"8102","810218","KEI BESAR SELATAN BARAT"
NULL,"8102","810219","KEI KECIL TIMUR SELATAN"
NULL,"8103","810301","TANIMBAR SELATAN"
NULL,"8103","810302","SELARU"
NULL,"8103","810303","WER TAMRIAN"
NULL,"8103","810304","WER MAKTIAN"
NULL,"8103","810305","TANIMBAR UTARA"
NULL,"8103","810306","YARU"
NULL,"8103","810307","WUAR LABOBAR"
NULL,"8103","810308","KORMOMOLIN"
NULL,"8103","810309","NIRUNMAS"
NULL,"8103","810318","MOLU MARU"
NULL,"8104","810401","NAMLEA"
NULL,"8104","810402","AIR BUAYA"
NULL,"8104","810403","WAEAPO"
NULL,"8104","810406","WAPLAU"
NULL,"8104","810410","BATABUAL"
NULL,"8104","810411","LOLONG GUBA"
NULL,"8104","810412","WAELATA"
NULL,"8104","810413","FENA LEISELA"
NULL,"8104","810414","TELUK KAIELY"
NULL,"8104","810415","LILIALY"
NULL,"8105","810501","BULA"
NULL,"8105","810502","SERAM TIMUR"
NULL,"8105","810503","WERINAMA"
NULL,"8105","810504","PULAU GOROM"
NULL,"8105","810505","WAKATE"
NULL,"8105","810506","TUTUK TOLU"
NULL,"8105","810507","SIWALALAT"
NULL,"8105","810508","KILMURY"
NULL,"8105","810509","PULAU PANJANG"
NULL,"8105","810510","TEOR"
NULL,"8105","810511","GOROM TIMUR"
NULL,"8105","810512","BULA BARAT"
NULL,"8105","810513","KIAN DARAT"
NULL,"8105","810514","SIRITAUN WIDA TIMUR"
NULL,"8105","810515","TELUK WARU"
NULL,"8106","810601","KAIRATU"
NULL,"8106","810602","SERAM BARAT"
NULL,"8106","810603","TANIWEL"
NULL,"8106","810604","HUAMUAL BELAKANG"
NULL,"8106","810605","AMALATU"
NULL,"8106","810606","INAMOSOL"
NULL,"8106","810607","KAIRATU BARAT"
NULL,"8106","810608","HUAMUAL"
NULL,"8106","810609","KEPULAUAN MANIPA"
NULL,"8106","810610","TANIWEL TIMUR"
NULL,"8106","810611","ELPAPUTIH"
NULL,"8107","810701","PULAU-PULAU ARU"
NULL,"8107","810702","ARU SELATAN"
NULL,"8107","810703","ARU TENGAH"
NULL,"8107","810704","ARU UTARA"
NULL,"8107","810705","ARU UTARA TIMUR BATULEY"
NULL,"8107","810706","SIR-SIR"
NULL,"8107","810707","ARU TENGAH TIMUR"
NULL,"8107","810708","ARU TENGAH SELATAN"
NULL,"8107","810709","ARU SELATAN TIMUR"
NULL,"8107","810710","ARU SELATAN UTARA"
NULL,"8108","810801","MOA LAKOR"
NULL,"8108","810802","DAMER"
NULL,"8108","810803","MNDONA HIERA"
NULL,"8108","810804","PULAU-PULAU BABAR"
NULL,"8108","810805","PULAU-PULAU BABAR TIMUR"
NULL,"8108","810806","WETAR"
NULL,"8108","810807","PULAU-PULAU TERSELATAN"
NULL,"8108","810808","PULAU LETI"
NULL,"8108","810809","PULAU MASELA"
NULL,"8108","810810","DAWELOR DAWERA"
NULL,"8108","810811","PULAU WETANG"
NULL,"8108","810812","PULAU LAKOR"
NULL,"8108","810813","WETAR UTARA"
NULL,"8108","810814","WETAR BARAT"
NULL,"8108","810815","WETAR TIMUR"
NULL,"8108","810816","KEPULAUAN ROMANG"
NULL,"8108","810817","KISAR UTARA"
NULL,"8109","810901","NAMROLE"
NULL,"8109","810902","WAESAMA"
NULL,"8109","810903","AMBALAU"
NULL,"8109","810904","KEPALA MADAN"
NULL,"8109","810905","LEKSULA"
NULL,"8109","810906","FENA FAFAN"
NULL,"8171","817101","NUSANIWE"
NULL,"8171","817102","SIRIMAU"
NULL,"8171","817103","BAGUALA"
NULL,"8171","817104","TELUK AMBON"
NULL,"8171","817105","LEITIMUR SELATAN"
NULL,"8172","817201","PULAU DULLAH UTARA"
NULL,"8172","817202","PULAU DULLAH SELATAN"
NULL,"8172","817203","TAYANDO TAM"
NULL,"8172","817204","PULAU-PULAU KUR"
NULL,"8172","817205","KUR SELATAN"
NULL,"8201","820101","JAILOLO"
NULL,"8201","820102","LOLODA"
NULL,"8201","820103","IBU"
NULL,"8201","820104","SAHU"
NULL,"8201","820105","JAILOLO SELATAN"
NULL,"8201","820107","IBU UTARA"
NULL,"8201","820108","IBU SELATAN"
NULL,"8201","820109","SAHU TIMUR"
NULL,"8202","820201","WEDA"
NULL,"8202","820202","PATANI"
NULL,"8202","820203","PULAU GEBE"
NULL,"8202","820204","WEDA UTARA"
NULL,"8202","820205","WEDA SELATAN"
NULL,"8202","820206","PATANI UTARA"
NULL,"8202","820207","WEDA TENGAH"
NULL,"8202","820208","PATANI BARAT"
NULL,"8202","820209","WEDA TIMUR"
NULL,"8202","820210","PATANI TIMUR"
NULL,"8203","820304","GALELA"
NULL,"8203","820305","TOBELO"
NULL,"8203","820306","TOBELO SELATAN"
NULL,"8203","820307","KAO"
NULL,"8203","820308","MALIFUT"
NULL,"8203","820309","LOLODA UTARA"
NULL,"8203","820310","TOBELO UTARA"
NULL,"8203","820311","TOBELO TENGAH"
NULL,"8203","820312","TOBELO TIMUR"
NULL,"8203","820313","TOBELO BARAT"
NULL,"8203","820314","GALELA BARAT"
NULL,"8203","820315","GALELA UTARA"
NULL,"8203","820316","GALELA SELATAN"
NULL,"8203","820319","LOLODA KEPULAUAN"
NULL,"8203","820320","KAO UTARA"
NULL,"8203","820321","KAO BARAT"
NULL,"8203","820322","KAO TELUK"
NULL,"8204","820401","PULAU MAKIAN"
NULL,"8204","820402","KAYOA"
NULL,"8204","820403","GANE TIMUR"
NULL,"8204","820404","GANE BARAT"
NULL,"8204","820405","OBI SELATAN"
NULL,"8204","820406","OBI"
NULL,"8204","820407","BACAN TIMUR"
